,Address,Name,City State ZIP,ZIP,Number of Sites,Url,ZIP_str,FULL Address,latitude,longitude
660,"55 Greenwood Cemetery Road,",Thomas Mobile Home Park,"Danville, IL",61832.0,25,https://www.mhvillage.com/parks/11480,61832.0,"55 Greenwood Cemetery Road,Danville, IL61832.0",,
661,"550 Birch Street,",Maple Crest Manor,"Manteno, IL",60950.0,109,https://www.mhvillage.com/parks/10711,60950.0,"550 Birch Street,Manteno, IL60950.0",,
662,"550 E Smith Ave,",Trail Acres Trailer Park,"Du Quoin, IL",62832.0,Not found,https://www.mhvillage.com/parks/57940,62832.0,"550 E Smith Ave,Du Quoin, IL62832.0",,
663,"5530 Gardner Expwy,",Town & Country Mobile Estates,"Quincy, IL",62306.0,Not found,https://www.mhvillage.com/parks/95127,62306.0,"5530 Gardner Expwy,Quincy, IL62306.0",,
664,"5546 Wheeler Ln,",C K Wheelers Mh Park,"Carterville, IL",62918.0,Not found,https://www.mhvillage.com/parks/58033,62918.0,"5546 Wheeler Ln,Carterville, IL62918.0",,
665,"5550 S. Il Route 1,",Windmill Estates,"Saint Anne, IL",60964.0,28,https://www.mhvillage.com/parks/10705,60964.0,"5550 S. Il Route 1,Saint Anne, IL60964.0",,
666,"5598 Collinsville Rd,",Illinoi Mh Park,"East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/57926,62201.0,"5598 Collinsville Rd,East Saint Louis, IL62201.0",,
667,"573 South Milwaukee Avenue,",Fox Point,"Wheeling, IL",60090.0,45,https://www.mhvillage.com/parks/10419,60090.0,"573 South Milwaukee Avenue,Wheeling, IL60090.0",,
668,"57th And Melrose South,",Melrose Mobile Home Park,"Quincy, IL",62305.0,51,https://www.mhvillage.com/parks/10132,62305.0,"57th And Melrose South,Quincy, IL62305.0",,
669,"58 Bridle Lane,","Carriage Estates MHC, LLC","Urbana, IL",61802.0,57,https://www.mhvillage.com/parks/10245,61802.0,"58 Bridle Lane,Urbana, IL61802.0",,
670,"58 Deerfield Court,",Deerfield Court Mobile Home Park,"Freeburg, IL",62243.0,100,https://www.mhvillage.com/parks/11386,62243.0,"58 Deerfield Court,Freeburg, IL62243.0",,
671,"5800 River Road,",River Crest Mobile Home Park,"Chebanse, IL",60922.0,16,https://www.mhvillage.com/parks/10587,60922.0,"5800 River Road,Chebanse, IL60922.0",,
672,"59 Cinnamon Lane,",Cinnamon Lane Mobile Home Park,"Murphysboro, IL",62966.0,Not found,https://www.mhvillage.com/parks/38046,62966.0,"59 Cinnamon Lane,Murphysboro, IL62966.0",,
673,"590 Haney Rd,",Hocbriar Mobile Home Estates,"Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/58048,62901.0,"590 Haney Rd,Carbondale, IL62901.0",,
674,"6 Carter Dr,",Cramer Trailer Haven,"Oakwood, IL",61858.0,Not found,https://www.mhvillage.com/parks/57775,61858.0,"6 Carter Dr,Oakwood, IL61858.0",,
675,"6 Court Dr,",La Grange Estates,"La Grange, IL",60525.0,115,https://www.mhvillage.com/parks/11668,60525.0,"6 Court Dr,La Grange, IL60525.0",,
676,"6 Santa Barbara Lane,",Santa Barbara Village,"East Saint Louis, IL",62203.0,Not found,https://www.mhvillage.com/parks/11378,62203.0,"6 Santa Barbara Lane,East Saint Louis, IL62203.0",,
677,"60 Virginia Dr,",Eastcape MHP,"East Cape Girardeau, IL",62957.0,60,https://www.mhvillage.com/parks/10151,62957.0,"60 Virginia Dr,East Cape Girardeau, IL62957.0",,
678,"600 Charles St,",Cappelatti Washburn Court,"Gillespie, IL",62033.0,Not found,https://www.mhvillage.com/parks/57892,62033.0,"600 Charles St,Gillespie, IL62033.0",,
679,"600 Sixth St,",Sherman's Mh Court,"Atlanta, IL",61723.0,21,https://www.mhvillage.com/parks/10865,61723.0,"600 Sixth St,Atlanta, IL61723.0",,
680,"600 South Maplewood Drive,","Heritage Meadows MHC, LLC","Rantoul, IL",61866.0,227,https://www.mhvillage.com/parks/10219,61866.0,"600 South Maplewood Drive,Rantoul, IL61866.0",,
681,"601 Carriage Drive,",Carriage Estates Mobile Home Park,"Monticello, IL",61856.0,26,https://www.mhvillage.com/parks/11167,61856.0,"601 Carriage Drive,Monticello, IL61856.0",,
682,"601 E Osborne St,",Bushnell Country Gardens,"Bushnell, IL",61422.0,64,https://www.mhvillage.com/parks/27867,61422.0,"601 E Osborne St,Bushnell, IL61422.0",,
683,"601 N Ash,",Spring Brook MHP LLC,"Forreston, IL",61030.0,31,https://www.mhvillage.com/parks/129581,61030.0,"601 N Ash,Forreston, IL61030.0",,
684,"601 Orange Street,",Hunts Mh Park,"Hoopeston, IL",60942.0,Not found,https://www.mhvillage.com/parks/57858,60942.0,"601 Orange Street,Hoopeston, IL60942.0",,
685,"601 South Main Street,",Chatham Southgate Mobile Home,"Chatham, IL",62629.0,49,https://www.mhvillage.com/parks/36153,62629.0,"601 South Main Street,Chatham, IL62629.0",,
686,"601 W Lincoln Ave,",Sandy Creek Estates,"Pontiac, IL",61764.0,Not found,https://www.mhvillage.com/parks/106928,61764.0,"601 W Lincoln Ave,Pontiac, IL61764.0",,
687,"602 Cole Street,",Southwind Mobile Estates,"Kewanee, IL",61443.0,72,https://www.mhvillage.com/parks/10585,61443.0,"602 Cole Street,Kewanee, IL61443.0",,
688,"602 North Wood Street,",Northwood Mobile Estates,"Maroa, IL",61756.0,66,https://www.mhvillage.com/parks/10896,61756.0,"602 North Wood Street,Maroa, IL61756.0",,
689,"6024 East 9120 North Road,",Manteno,"Manteno, IL",60950.0,80,https://www.mhvillage.com/parks/10710,60950.0,"6024 East 9120 North Road,Manteno, IL60950.0",,
690,"604 North Walnut Avenue,",Simlers Park,"Forreston, IL",61030.0,35,https://www.mhvillage.com/parks/11126,61030.0,"604 North Walnut Avenue,Forreston, IL61030.0",,
691,"605 Pine Street,",Royal Acres Manufactured Home & RV Community,"Normal, IL",61761.0,138,https://www.mhvillage.com/parks/11080,61761.0,"605 Pine Street,Normal, IL61761.0",,
692,"605 W 1st Ave,",Kershaw Mobile Home Park,"Colona, IL",61241.0,108,https://www.mhvillage.com/parks/10577,61241.0,"605 W 1st Ave,Colona, IL61241.0",,
693,"607 Cherry Point Road,",Cherrypoint Mobile Home Park,"Paris, IL",61944.0,Not found,https://www.mhvillage.com/parks/10479,61944.0,"607 Cherry Point Road,Paris, IL61944.0",,
694,"608 North Oakland Avenue,",Mills & Son Trailer Court,"Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/10619,62901.0,"608 North Oakland Avenue,Carbondale, IL62901.0",,
695,"609 Marion Avenue,",Mattoon Mobile Village,"Mattoon, IL",61938.0,45,https://www.mhvillage.com/parks/10325,61938.0,"609 Marion Avenue,Mattoon, IL61938.0",,
696,"611 W Matthew St,",Chillicothe Mobile Home Park,"Chillicothe, IL",61523.0,37,https://www.mhvillage.com/parks/11140,61523.0,"611 W Matthew St,Chillicothe, IL61523.0",,
697,"612 W 9th St,",Westside Trailer Park,"Beardstown, IL",62618.0,Not found,https://www.mhvillage.com/parks/107224,62618.0,"612 W 9th St,Beardstown, IL62618.0",,
698,"612 West Vine Street,",King City Mobile Home Park,"Le Roy, IL",61752.0,Not found,https://www.mhvillage.com/parks/11072,61752.0,"612 West Vine Street,Le Roy, IL61752.0",,
699,"613 East College Street,",Covington Trailer Court,"Carbondale, IL",62901.0,Not found,https://www.mhvillage.com/parks/10608,62901.0,"613 East College Street,Carbondale, IL62901.0",,
700,"613 S State,",Kinmundy Estates Mobile Home Park,"Kinmundy, IL",62854.0,Not found,https://www.mhvillage.com/parks/106986,62854.0,"613 S State,Kinmundy, IL62854.0",,
701,"615 East South Street,",Mascoutah Manor,"Mascoutah, IL",62258.0,Not found,https://www.mhvillage.com/parks/36642,62258.0,"615 East South Street,Mascoutah, IL62258.0",,
702,"617 W State St,",Fairview Mh Park,"Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/10310,61920.0,"617 W State St,Charleston, IL61920.0",,
703,"62 Stoney At Adams Road,",Stoneybrook Manufactured Home Community,"Dupo, IL",62239.0,140,https://www.mhvillage.com/parks/29949,62239.0,"62 Stoney At Adams Road,Dupo, IL62239.0",,
704,"6208 Lawn Drive,",Valley Oaks,"Hodgkins, IL",60525.0,132,https://www.mhvillage.com/parks/11715,60525.0,"6208 Lawn Drive,Hodgkins, IL60525.0",,
705,"63 1/2 Shemauger Trail,",Carriage Estates (Chief Illini),"Urbana, IL",61802.0,64,https://www.mhvillage.com/parks/10246,61802.0,"63 1/2 Shemauger Trail,Urbana, IL61802.0",,
706,"641 W Walnut St,",Oglesby MHC,"Oglesby, IL",61348.0,40,https://www.mhvillage.com/parks/10753,61348.0,"641 W Walnut St,Oglesby, IL61348.0",,
707,"6478 S Route 45-52,",Barberry Acres,"Chebanse, IL",60922.0,Not found,https://www.mhvillage.com/parks/10697,60922.0,"6478 S Route 45-52,Chebanse, IL60922.0",,
708,"652 10th Avenue West,",Shady Lane Mobile Home Park,"Milan, IL",61264.0,Not found,https://www.mhvillage.com/parks/11221,61264.0,"652 10th Avenue West,Milan, IL61264.0",,
709,"654 Us Highway 150 E.,",Country Elms,"Galesburg, IL",61401.0,177,https://www.mhvillage.com/parks/10728,61401.0,"654 Us Highway 150 E.,Galesburg, IL61401.0",,
710,"6560 Us Highway 136,",Country Side Mobile Home Park,"Colchester, IL",62326.0,Not found,https://www.mhvillage.com/parks/57986,62326.0,"6560 Us Highway 136,Colchester, IL62326.0",,
711,"666 South Bluff Street,",South Bluff Homes,"South Beloit, IL",61080.0,221,https://www.mhvillage.com/parks/11646,61080.0,"666 South Bluff Street,South Beloit, IL61080.0",,
712,"6755 Giant City Rd,",Wildwood Mobile Home Park,"Carbondale, IL",62902.0,89,https://www.mhvillage.com/parks/10636,62902.0,"6755 Giant City Rd,Carbondale, IL62902.0",,
713,"677 Scott Troy Rd,",Parkview Terrace Mh Park,"Lebanon, IL",62254.0,Not found,https://www.mhvillage.com/parks/57840,62254.0,"677 Scott Troy Rd,Lebanon, IL62254.0",,
714,"6800 Broadway Street,",Royal Oaks Mobile Home Park,"Quincy, IL",62305.0,78,https://www.mhvillage.com/parks/10140,62305.0,"6800 Broadway Street,Quincy, IL62305.0",,
715,"6801 S. La Grange Rd.,","Weeping Willow Ranch MHC, LLC.","Hodgkins, IL",60525.0,182,https://www.mhvillage.com/parks/68350,60525.0,"6801 S. La Grange Rd.,Hodgkins, IL60525.0",,
716,"6807 W. Stephenson St,",Stephenson Manufactured Housing Community,"Freeport, IL",61032.0,88,https://www.mhvillage.com/parks/11429,61032.0,"6807 W. Stephenson St,Freeport, IL61032.0",,
717,"69 Lepere Ct,",LepereVillage,"Dupo, IL",62239.0,100,https://www.mhvillage.com/parks/11351,62239.0,"69 Lepere Ct,Dupo, IL62239.0",,
718,"69 Park Estates,",Park Estates Mobile Home Park,"Sparta, IL",62286.0,82,https://www.mhvillage.com/parks/11192,62286.0,"69 Park Estates,Sparta, IL62286.0",,
719,"696 Il Route 127,",South Greenville M H Subdivision,"Greenville, IL",62246.0,Not found,https://www.mhvillage.com/parks/57874,62246.0,"696 Il Route 127,Greenville, IL62246.0",,
720,"699 Michelle Drive,",Paradise Park,"Lynwood, IL",60411.0,278,https://www.mhvillage.com/parks/57999,60411.0,"699 Michelle Drive,Lynwood, IL60411.0",,
721,"7 Pynes Drive,",Timberline Mobile Home Park,"Goodfield, IL",61742.0,103,https://www.mhvillage.com/parks/31480,61742.0,"7 Pynes Drive,Goodfield, IL61742.0",,
722,"700 Chrysler Drive,",The Four Seasons,"Belvidere, IL",61008.0,587,https://www.mhvillage.com/parks/11660,61008.0,"700 Chrysler Drive,Belvidere, IL61008.0",,
723,"700 East Locust Street,",Indian Grove Estates,"Fairbury, IL",61739.0,22,https://www.mhvillage.com/parks/10854,61739.0,"700 East Locust Street,Fairbury, IL61739.0",,
724,"700 Jackson St,",Hillsdale Estates,"Hillsdale, IL",61257.0,Not found,https://www.mhvillage.com/parks/106784,61257.0,"700 Jackson St,Hillsdale, IL61257.0",,
725,"700 W 4th St,",Maple Trailer Court,"Beardstown, IL",62618.0,Not found,https://www.mhvillage.com/parks/58091,62618.0,"700 W 4th St,Beardstown, IL62618.0",,
726,"701 Fischer Road,",Cedar Ridge Village,"Creve Coeur, IL",61610.0,340,https://www.mhvillage.com/parks/11435,61610.0,"701 Fischer Road,Creve Coeur, IL61610.0",,
727,"701 S Griffin St,",Pals Mobile Home Park,"Danville, IL",61834.0,Not found,https://www.mhvillage.com/parks/57949,61834.0,"701 S Griffin St,Danville, IL61834.0",,
728,"701 Wisconsin Avenue,",Century Mobile home Estates,"Galesburg, IL",61401.0,Not found,https://www.mhvillage.com/parks/10726,61401.0,"701 Wisconsin Avenue,Galesburg, IL61401.0",,
729,"705 Kath St,",McLeansboro Mobile Estates,"McLeansboro, IL",62859.0,Not found,https://www.mhvillage.com/parks/107282,62859.0,"705 Kath St,McLeansboro, IL62859.0",,
730,"7050 Epworth,",Holiday Acres Mobile Home Park,"Belvidere, IL",61008.0,50,https://www.mhvillage.com/parks/11614,61008.0,"7050 Epworth,Belvidere, IL61008.0",,
731,"7058 East Il Route 72,",Meridian Manor Mobile Home Park,"Stillman Valley, IL",61084.0,38,https://www.mhvillage.com/parks/11136,61084.0,"7058 East Il Route 72,Stillman Valley, IL61084.0",,
732,"707 Catherine Drive,",Knotty Pines,"Red Bud, IL",62278.0,120,https://www.mhvillage.com/parks/11185,62278.0,"707 Catherine Drive,Red Bud, IL62278.0",,
733,"707 Feldman Drive,",Woodland Mobile Home Court,"Lincoln, IL",62656.0,67,https://www.mhvillage.com/parks/10872,62656.0,"707 Feldman Drive,Lincoln, IL62656.0",,
734,"709 North College Lane,",Hes Mobile Home Park,"Aledo, IL",61231.0,9,https://www.mhvillage.com/parks/11694,61231.0,"709 North College Lane,Aledo, IL61231.0",,
735,"710 Mill Rd,",Shelbys Mh Park,"Georgetown, IL",61846.0,Not found,https://www.mhvillage.com/parks/57895,61846.0,"710 Mill Rd,Georgetown, IL61846.0",,
736,"710 W Adams St,",Westview Courts,"Greenview, IL",62642.0,Not found,https://www.mhvillage.com/parks/107118,62642.0,"710 W Adams St,Greenview, IL62642.0",,
737,"7100 Mechanicsburg Rd,",Englewood Mobile Home Park,"Springfield, IL",62712.0,Not found,https://www.mhvillage.com/parks/57694,62712.0,"7100 Mechanicsburg Rd,Springfield, IL62712.0",,
738,"711 North 19th Street,",Hamilton Estates Mobile Home Park,"Hamilton, IL",62341.0,38,https://www.mhvillage.com/parks/10568,62341.0,"711 North 19th Street,Hamilton, IL62341.0",,
739,"720 Forrest Avenue,",Scottsdale,"Springfield, IL",62702.0,Not found,https://www.mhvillage.com/parks/111132,62702.0,"720 Forrest Avenue,Springfield, IL62702.0",,
740,"720 Forrest Avenue,",Timberline Manor,"Springfield, IL",62702.0,175,https://www.mhvillage.com/parks/11288,62702.0,"720 Forrest Avenue,Springfield, IL62702.0",,
741,"7200 State St,",Timber Ridge Mh Park,"Quincy, IL",62305.0,Not found,https://www.mhvillage.com/parks/57732,62305.0,"7200 State St,Quincy, IL62305.0",,
742,"722 W. Hunter St.,",Sullivan MHP North,"Sullivan, IL",61951.0,73,https://www.mhvillage.com/parks/103915,61951.0,"722 W. Hunter St.,Sullivan, IL61951.0",,
743,"723 N Main St,",Whispering Pines MHC,"Loami, IL",62661.0,100,https://www.mhvillage.com/parks/106830,62661.0,"723 N Main St,Loami, IL62661.0",,
744,"723 North Main Street,",Loami MHP,"Loami, IL",62661.0,100,https://www.mhvillage.com/parks/11243,62661.0,"723 North Main Street,Loami, IL62661.0",,
745,"723 Vandalia St,",Collinsville Mh Community,"Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/10936,62234.0,"723 Vandalia St,Collinsville, IL62234.0",,
746,"7240 West 107th Street,",Water's Edge Estates,"Worth, IL",60482.0,173,https://www.mhvillage.com/parks/10424,60482.0,"7240 West 107th Street,Worth, IL60482.0",,
747,"730 1st Avenue East,",Mill Creek Mobile Home Park,"Milan, IL",61264.0,Not found,https://www.mhvillage.com/parks/11218,61264.0,"730 1st Avenue East,Milan, IL61264.0",,
748,"732 E Chain Of Rocks Rd,",Lazy D Mh Park,"Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/57881,62040.0,"732 E Chain Of Rocks Rd,Granite City, IL62040.0",,
749,"735 E 15th St,",15th Street Mobile Home Park,"Centralia, IL",62801.0,Not found,https://www.mhvillage.com/parks/58025,62801.0,"735 E 15th St,Centralia, IL62801.0",,
750,"735 Staben Street,",Genes Evergreen Estates,"Park City, IL",60085.0,200,https://www.mhvillage.com/parks/10817,60085.0,"735 Staben Street,Park City, IL60085.0",,
751,"7358 Rydberg Drive,",Mancuso Village Park,"Rockford, IL",61109.0,130,https://www.mhvillage.com/parks/11632,61109.0,"7358 Rydberg Drive,Rockford, IL61109.0",,
752,"75 S Oak St,",Tegard Trailer Park,"El Paso, IL",61738.0,Not found,https://www.mhvillage.com/parks/107066,61738.0,"75 S Oak St,El Paso, IL61738.0",,
753,"750 South Moreland Road,",Beth Mor Mobile Home Park,"Bethalto, IL",62010.0,89,https://www.mhvillage.com/parks/10928,62010.0,"750 South Moreland Road,Bethalto, IL62010.0",,
754,"7500 Elmhurst Road,",Oasis Mobile Home Park,"Des Plaines, IL",60018.0,600,https://www.mhvillage.com/parks/10372,60018.0,"7500 Elmhurst Road,Des Plaines, IL60018.0",,
755,"7672 State  Route 154 Lot 601,",Crossroads Mobile Home Park,"Du Quoin, IL",62832.0,29,https://www.mhvillage.com/parks/57943,62832.0,"7672 State  Route 154 Lot 601,Du Quoin, IL62832.0",,
756,"775 W. Elm Ave.,",University Estates,"Charleston, IL",61920.0,98,https://www.mhvillage.com/parks/10317,61920.0,"775 W. Elm Ave.,Charleston, IL61920.0",,
757,"775 W. Long Lake Drive,",Cambridge Courts,"Round Lake, IL",60073.0,329,https://www.mhvillage.com/parks/10809,60073.0,"775 W. Long Lake Drive,Round Lake, IL60073.0",,
758,"790 County Road 800 North,",Pleasant Plains Mobile Home Park,"Tolono, IL",61880.0,22,https://www.mhvillage.com/parks/10242,61880.0,"790 County Road 800 North,Tolono, IL61880.0",,
759,"7920 Ridgefield Road,",Royal Oaks Mobile Home Park,"Crystal Lake, IL",60014.0,54,https://www.mhvillage.com/parks/11042,60014.0,"7920 Ridgefield Road,Crystal Lake, IL60014.0",,
760,"7945 South Main Street,",Cecka Mobile Home Park,"Rockford, IL",61102.0,Not found,https://www.mhvillage.com/parks/11627,61102.0,"7945 South Main Street,Rockford, IL61102.0",,
761,"7984 Gemini Ct,",Gemini Court,"Sparta, IL",62286.0,Not found,https://www.mhvillage.com/parks/107380,62286.0,"7984 Gemini Ct,Sparta, IL62286.0",,
762,"8 Mahoning Avenue,",Rancho Rantoul Estates,"Rantoul, IL",61866.0,2,https://www.mhvillage.com/parks/128982,61866.0,"8 Mahoning Avenue,Rantoul, IL61866.0",,
763,"80 Herring Avenue,",Sandburg Lake Estates,"Galesburg, IL",61401.0,200,https://www.mhvillage.com/parks/10732,61401.0,"80 Herring Avenue,Galesburg, IL61401.0",,
764,"800 Bloomington Road,",Wagon Wheel Mobile Home Park,"East Peoria, IL",61611.0,Not found,https://www.mhvillage.com/parks/11440,61611.0,"800 Bloomington Road,East Peoria, IL61611.0",,
765,"800 East Southwind Boulevard,",Southwind Village Mobile Home Park,"Robinson, IL",62454.0,68,https://www.mhvillage.com/parks/10428,62454.0,"800 East Southwind Boulevard,Robinson, IL62454.0",,
766,"800 Hill Avenue,",Margaret's Parkview Estates,"Aurora, IL",60505.0,Not found,https://www.mhvillage.com/parks/10678,60505.0,"800 Hill Avenue,Aurora, IL60505.0",,
767,"800 Treatment Plant Road,",Town & Country Mobile Home Park,"Rochelle, IL",61068.0,30,https://www.mhvillage.com/parks/11134,61068.0,"800 Treatment Plant Road,Rochelle, IL61068.0",,
768,"800 West Rickelman Avenue,",Lakewood Manor Mobile Home Park,"Effingham, IL",62401.0,262,https://www.mhvillage.com/parks/10498,62401.0,"800 West Rickelman Avenue,Effingham, IL62401.0",,
769,"801 North Carico Street,",Okaw Mobile Home Court,"Tuscola, IL",61953.0,100,https://www.mhvillage.com/parks/10467,61953.0,"801 North Carico Street,Tuscola, IL61953.0",,
770,"8040 Collinsville Road,",Mounds Mobile Home Park,"Collinsville, IL",62234.0,27,https://www.mhvillage.com/parks/29090,62234.0,"8040 Collinsville Road,Collinsville, IL62234.0",,
771,"8045 Van Emmon Road,",Hide Away Lakes Mobile Home Park,"Yorkville, IL",60560.0,Not found,https://www.mhvillage.com/parks/64590,60560.0,"8045 Van Emmon Road,Yorkville, IL60560.0",,
772,"806 Perrysville Ave,",Cornells Mh Park,"Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/57957,61832.0,"806 Perrysville Ave,Danville, IL61832.0",,
773,"808 North Prairie View Road,",Candlewood Estates,"Mahomet, IL",61853.0,650,https://www.mhvillage.com/parks/10211,61853.0,"808 North Prairie View Road,Mahomet, IL61853.0",,
774,"81 Glen Crossing Road,","East 30 Commons MHC, LLC","Glen Carbon, IL",62034.0,95,https://www.mhvillage.com/parks/10960,62034.0,"81 Glen Crossing Road,Glen Carbon, IL62034.0",,
775,"8101 West 79th Street,",Chief Mobile Home Park,"Justice, IL",60458.0,165,https://www.mhvillage.com/parks/10390,60458.0,"8101 West 79th Street,Justice, IL60458.0",,
776,"811 N Bluff Rd,",Trailer City MHP,"Collinsville, IL",62234.0,Not found,https://www.mhvillage.com/parks/57965,62234.0,"811 N Bluff Rd,Collinsville, IL62234.0",,
777,"812 N 9th St,",Wilson Mobile Home Park,"Mattoon, IL",61938.0,95,https://www.mhvillage.com/parks/82,61938.0,"812 N 9th St,Mattoon, IL61938.0",,
778,"815 East Oakton Street,",Town & Country,"Des Plaines, IL",60018.0,309,https://www.mhvillage.com/parks/10375,60018.0,"815 East Oakton Street,Des Plaines, IL60018.0",,
779,"82 Deer Chase,",Woodland Trails,"Collinsville, IL",62234.0,287,https://www.mhvillage.com/parks/65054,62234.0,"82 Deer Chase,Collinsville, IL62234.0",,
780,"820 Dorris Heights Road,",Dorris Heights Trailer Park,"Harrisburg, IL",62946.0,Not found,https://www.mhvillage.com/parks/36307,62946.0,"820 Dorris Heights Road,Harrisburg, IL62946.0",,
781,"821 South Ward Street,",Western Mobile Home Park,"Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/11039,61455.0,"821 South Ward Street,Macomb, IL61455.0",,
782,"823 Belle Aire Street,",Belle Aire Estates,"Marseilles, IL",61341.0,73,https://www.mhvillage.com/parks/10745,61341.0,"823 Belle Aire Street,Marseilles, IL61341.0",,
783,"8231 Jefferson Rd,",Lazy Acres,"Freeburg, IL",62243.0,Not found,https://www.mhvillage.com/parks/11389,62243.0,"8231 Jefferson Rd,Freeburg, IL62243.0",,
784,"826 W Madison St,",Mauks Mobile Home Court,"Girard, IL",62640.0,Not found,https://www.mhvillage.com/parks/10910,62640.0,"826 W Madison St,Girard, IL62640.0",,
785,"826 West Inverness Street,",Royal Highlander MHC,"Peoria, IL",61615.0,279,https://www.mhvillage.com/parks/11153,61615.0,"826 West Inverness Street,Peoria, IL61615.0",,
786,"830 1st Avenue,",Mississippi Manufactured Housing Community,"East Moline, IL",61244.0,201,https://www.mhvillage.com/parks/11208,61244.0,"830 1st Avenue,East Moline, IL61244.0",,
787,"8301 Old Saint Louis Road,",Cat & Fiddle Mobile Home Park,"Belleville, IL",62223.0,Not found,https://www.mhvillage.com/parks/11308,62223.0,"8301 Old Saint Louis Road,Belleville, IL62223.0",,
788,"831 Jodi Lane,",Bill Butler Mobile Home Park,"Marion, IL",62959.0,Not found,https://www.mhvillage.com/parks/11602,62959.0,"831 Jodi Lane,Marion, IL62959.0",,
789,"8327 North Knoxville Avenue,",Mt Hawley Mobile Home Park,"Peoria, IL",61615.0,Not found,https://www.mhvillage.com/parks/11151,61615.0,"8327 North Knoxville Avenue,Peoria, IL61615.0",,
790,"835 West 6th Street,",Reecy's Mobile Home Park,"Kewanee, IL",61443.0,100,https://www.mhvillage.com/parks/10584,61443.0,"835 West 6th Street,Kewanee, IL61443.0",,
791,"835 Wisconsin Avenue,",Country Air Mobile Park,"Galesburg, IL",61401.0,Not found,https://www.mhvillage.com/parks/10727,61401.0,"835 Wisconsin Avenue,Galesburg, IL61401.0",,
792,"836 N Randolph St,",Moon Valley Mobile Park,"Macomb, IL",61455.0,Not found,https://www.mhvillage.com/parks/57831,61455.0,"836 N Randolph St,Macomb, IL61455.0",,
793,"840 Hollywood Heights Rd,",C & L Mobile Home Park,"Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/58027,62232.0,"840 Hollywood Heights Rd,Caseyville, IL62232.0",,
794,"841 West Morton Avenue,",Hillcrest Mobile Home Park,"Jacksonville, IL",62650.0,Not found,https://www.mhvillage.com/parks/11107,62650.0,"841 West Morton Avenue,Jacksonville, IL62650.0",,
795,"848 East Pleasant Hill Road,",Pleasant Hill Mobile Home Park,"Carbondale, IL",62902.0,Not found,https://www.mhvillage.com/parks/36151,62902.0,"848 East Pleasant Hill Road,Carbondale, IL62902.0",,
796,"850 Villa Street,",Old Oaks Estates,"Elgin, IL",60120.0,264,https://www.mhvillage.com/parks/11676,60120.0,"850 Villa Street,Elgin, IL60120.0",,
797,"850 West Mc Allister Street,",Lakeview Mobile Home Park,"Lebanon, IL",62254.0,Not found,https://www.mhvillage.com/parks/11392,62254.0,"850 West Mc Allister Street,Lebanon, IL62254.0",,
798,"851 S Minnie St,",Terry's Rental,"Tilden, IL",62292.0,Not found,https://www.mhvillage.com/parks/107420,62292.0,"851 S Minnie St,Tilden, IL62292.0",,
799,"8528 Route 2,",Lakeview Mobile Home Park,"Byron, IL",61010.0,Not found,https://www.mhvillage.com/parks/106914,61010.0,"8528 Route 2,Byron, IL61010.0",,
800,"856 A Street,",Northmeadow Village,"Normal, IL",61761.0,274,https://www.mhvillage.com/parks/11078,61761.0,"856 A Street,Normal, IL61761.0",,
801,"8574 Milbrook Road,",Crooked Tree Campground,"Millbrook, IL",60536.0,40,https://www.mhvillage.com/parks/10720,60536.0,"8574 Milbrook Road,Millbrook, IL60536.0",,
802,"861 Ridge Road,",Ely's Trailer Park,"Homewood, IL",60430.0,Not found,https://www.mhvillage.com/parks/10389,60430.0,"861 Ridge Road,Homewood, IL60430.0",,
803,"8619 Knoxville Road,",Paradise Manor Mobile Estates,"Milan, IL",61264.0,78,https://www.mhvillage.com/parks/11220,61264.0,"8619 Knoxville Road,Milan, IL61264.0",,
804,"8649 Forest Boulevard,",Chevy Chase Mobile Home Park,"Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/11342,62232.0,"8649 Forest Boulevard,Caseyville, IL62232.0",,
805,"87 Circle Creek Lane,",Pheasant Run Mobile Home Community,"Cahokia, IL",62206.0,123,https://www.mhvillage.com/parks/11377,62206.0,"87 Circle Creek Lane,Cahokia, IL62206.0",,
806,"8783 Canary Lane,",Parkview MHC,"Hodgkins, IL",60525.0,165,https://www.mhvillage.com/parks/10386,60525.0,"8783 Canary Lane,Hodgkins, IL60525.0",,
807,"8800 South Harlem Avenue,",Rosebud,"Bridgeview, IL",60455.0,865,https://www.mhvillage.com/parks/11680,60455.0,"8800 South Harlem Avenue,Bridgeview, IL60455.0",,
808,"8835 State Route 163,",Hilltop Court Mobile Home Park,"Millstadt, IL",62260.0,Not found,https://www.mhvillage.com/parks/57814,62260.0,"8835 State Route 163,Millstadt, IL62260.0",,
809,"90 The Oaks,",The Oaks MHP,"Tolono, IL",61880.0,126,https://www.mhvillage.com/parks/10241,61880.0,"90 The Oaks,Tolono, IL61880.0",,
